,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,daily,daily_lower,daily_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
96,2019-11-08,172.23769669165674,152.43286030588436,176.5952967721608,172.23769669165674,172.23769669165674,-7.650708989425372,-7.650708989425372,-7.650708989425372,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242843,-2.748171814242843,-2.748171814242843,-0.32713558232349044,-0.32713558232349044,-0.32713558232349044,0.0,0.0,0.0,164.58698770223137
97,2019-11-15,171.4799195254231,154.7481530140779,180.039629850608,171.4799195254231,171.4799195254231,-4.301450285267832,-4.301450285267832,-4.301450285267832,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242631,-2.748171814242631,-2.748171814242631,3.0221231218338374,3.0221231218338374,3.0221231218338374,0.0,0.0,0.0,167.17846924015527
98,2019-11-22,170.7221423591895,157.10053219433846,180.73900804187662,170.7221423591895,170.7221423591895,-2.3554785529725852,-2.3554785529725852,-2.3554785529725852,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142424185,-2.7481718142424185,-2.7481718142424185,4.968094854128871,4.968094854128871,4.968094854128871,0.0,0.0,0.0,168.3666638062169
99,2019-11-29,169.96436519295585,155.67752542614366,180.48868800377738,169.96436519295588,169.96436519295588,-2.492250113671356,-2.492250113671356,-2.492250113671356,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242207,-2.748171814242207,-2.748171814242207,4.8313232934298895,4.8313232934298895,4.8313232934298895,0.0,0.0,0.0,167.4721150792845
100,2019-12-06,169.20658802672222,153.32086744994248,177.03149195362772,169.20658802672222,169.20658802672222,-3.85783864954344,-3.85783864954344,-3.85783864954344,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242349,-2.748171814242349,-2.748171814242349,3.465734757557947,3.465734757557947,3.465734757557947,0.0,0.0,0.0,165.34874937717876
101,2019-12-13,168.4488108604886,151.13104897246328,175.58967750577395,168.4488108604886,168.4488108604886,-5.160689911945184,-5.160689911945184,-5.160689911945184,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814242753,-2.748171814242753,-2.748171814242753,2.1628834951566076,2.1628834951566076,2.1628834951566076,0.0,0.0,0.0,163.28812094854342
102,2019-12-20,167.691033694255,148.72379976214776,174.28566615907081,167.691033694255,167.691033694255,-5.718296303390074,-5.718296303390074,-5.718296303390074,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142419242,-2.7481718142419242,-2.7481718142419242,1.6052771037108884,1.6052771037108884,1.6052771037108884,0.0,0.0,0.0,161.97273739086492
103,2019-12-27,166.93325650735514,149.96676669973954,174.31227855547567,166.93325650735517,166.93325650735517,-5.404166835704188,-5.404166835704188,-5.404166835704188,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.748171814241096,-2.748171814241096,-2.748171814241096,1.9194065713959465,1.9194065713959465,1.9194065713959465,0.0,0.0,0.0,161.52908967165095
104,2020-01-03,166.17547932045528,149.85426700775426,173.64828734028924,166.17547932045528,166.17547932045528,-4.115995779528867,-4.115995779528867,-4.115995779528867,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142415006,-2.7481718142415006,-2.7481718142415006,3.2075776275716716,3.2075776275716716,3.2075776275716716,0.0,0.0,0.0,162.0594835409264
105,2020-01-10,165.41770213355545,151.0804612723483,175.2102936217549,165.41770213355545,165.41770213355545,-1.9065581165065932,-1.9065581165065932,-1.9065581165065932,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142426126,-2.7481718142426126,-2.7481718142426126,5.417015290595058,5.417015290595058,5.417015290595058,0.0,0.0,0.0,163.51114401704885
106,2020-01-17,164.65992494665556,153.06459469743496,176.9596041743247,164.65992494665556,164.65992494665556,0.3776237279719581,0.3776237279719581,0.3776237279719581,-4.575401592859039,-4.575401592859039,-4.575401592859039,-2.7481718142424008,-2.7481718142424008,-2.7481718142424008,7.701197135073397,7.701197135073397,7.701197135073397,0.0,0.0,0.0,165.03754867462752
