,Unnamed: 0,ticker,MSE,MAE,MAPE,last_price,3_month_yhat,interval,interval_perc,3_month_perc_change,MAPE_Score,interval_perc_Score,3_month_perc_change_Score,Strategy_Score
86,86,UTX,468.3980332368333,20.21585587165949,15.781656074097596,88.06,85.13021987833243,51.641334323332856,0.6066,-0.0333,-4,-4,1,-3
87,87,UNH,1605.1289256491384,37.624570257690586,16.126079887578182,456.76,476.5079701605463,33.06161260699457,0.0694,0.0432,-4,-1,2,-2
88,88,USB,4.025067554705649,1.389607055194908,2.5560223658883414,59.29,71.65653185264061,11.973045774540084,0.1671,0.2086,-1,-4,4,3
89,89,VZ,8.237495853642733,2.413390582602733,4.927935774681343,51.85,51.60164005388995,3.965441800088136,0.0768,-0.0048,-1,-1,1,0
90,90,V,32.52388417830992,4.430251246473825,3.552215780758371,208.78,242.92262791033943,23.898230018075537,0.0984,0.1635,-1,-2,3,2
91,91,WMT,246.3231277056352,11.505831459052096,11.967721504153197,151.28,139.5417926219376,8.597396485778944,0.0616,-0.0776,-3,-1,1,-2
92,92,WBA,263.7970690635843,15.806810940368075,23.52141317349292,49.51,63.434488474108,10.778716197672374,0.1699,0.2812,-4,-4,4,0
93,93,DIS,50.47772552309918,5.851009822411959,5.66437245794403,170.28,214.9356832770684,34.439284870947006,0.1602,0.2622,-1,-4,4,3
94,94,WFC,7.874565998394118,2.1868389379359243,3.8685272382305422,50.62,60.584754522256326,11.428675443535695,0.1886,0.1969,-1,-4,4,3
95,95,HON,32.1953023294933,4.197832533600024,2.7349566612029497,222.49,258.177252141746,35.359373005293776,0.137,0.1604,-1,-3,3,2
96,96,NFLX,4018.286448529955,52.68074832158708,18.76187328281994,668.4,627.2136491663858,82.69059600892422,0.1318,-0.0616,-4,-3,1,-3
